,Continent,Location,Date,Population,New Deaths,New Vaccinations
0,Asia,Afghanistan,2021-05-27,41128772.0,14.0,2859.0
1,Asia,Afghanistan,2021-06-03,41128772.0,27.0,4015.0
2,Asia,Afghanistan,2022-01-27,41128772.0,2.0,6868.0
3,Asia,Afghanistan,2022-04-27,41128772.0,0.0,383.0
4,Asia,Afghanistan,2022-09-12,41128772.0,2.0,9447.0
5,Asia,Afghanistan,2022-11-02,41128772.0,0.0,36587.0
6,Asia,Afghanistan,2022-11-16,41128772.0,1.0,14800.0
7,Europe,Albania,2021-01-13,2842318.0,4.0,60.0
8,Europe,Albania,2021-01-14,2842318.0,5.0,78.0
9,Europe,Albania,2021-01-15,2842318.0,4.0,42.0
10,Europe,Albania,2021-01-16,2842318.0,5.0,61.0
11,Europe,Albania,2021-01-17,2842318.0,7.0,36.0
12,Europe,Albania,2021-01-18,2842318.0,4.0,42.0
13,Europe,Albania,2021-01-19,2842318.0,6.0,36.0
14,Europe,Albania,2021-01-20,2842318.0,4.0,36.0
15,Europe,Albania,2021-01-21,2842318.0,5.0,30.0
16,Europe,Albania,2021-02-18,2842318.0,17.0,1348.0
17,Europe,Albania,2021-02-19,2842318.0,19.0,1128.0
18,Europe,Albania,2021-03-23,2842318.0,11.0,3461.0
19,Europe,Albania,2021-03-24,2842318.0,15.0,2302.0
20,Europe,Albania,2021-03-25,2842318.0,13.0,5356.0
21,Europe,Albania,2021-03-26,2842318.0,8.0,2900.0
22,Europe,Albania,2021-03-27,2842318.0,12.0,1827.0
23,Europe,Albania,2021-03-28,2842318.0,6.0,13925.0
24,Europe,Albania,2021-03-31,2842318.0,8.0,19525.0
25,Europe,Albania,2021-04-01,2842318.0,6.0,16617.0
26,Europe,Albania,2021-04-02,2842318.0,6.0,17023.0
27,Europe,Albania,2021-04-03,2842318.0,9.0,13010.0
28,Europe,Albania,2021-04-04,2842318.0,9.0,7386.0
29,Europe,Albania,2021-04-05,2842318.0,9.0,13826.0
30,Europe,Albania,2021-04-06,2842318.0,9.0,14880.0
31,Europe,Albania,2021-04-07,2842318.0,8.0,10791.0
32,Europe,Albania,2021-04-08,2842318.0,6.0,10163.0
33,Europe,Albania,2021-04-09,2842318.0,7.0,8134.0
34,Europe,Albania,2021-04-10,2842318.0,6.0,6134.0
35,Europe,Albania,2021-04-13,2842318.0,5.0,13685.0
36,Europe,Albania,2021-04-16,2842318.0,2.0,10134.0
37,Europe,Albania,2021-04-17,2842318.0,3.0,10218.0
38,Europe,Albania,2021-04-18,2842318.0,2.0,8065.0
39,Europe,Albania,2021-04-19,2842318.0,5.0,13029.0
40,Europe,Albania,2021-04-20,2842318.0,6.0,4066.0
41,Europe,Albania,2021-04-21,2842318.0,5.0,22075.0
42,Europe,Albania,2021-04-22,2842318.0,6.0,10923.0
43,Europe,Albania,2021-04-23,2842318.0,3.0,8353.0
44,Europe,Albania,2021-04-24,2842318.0,5.0,8713.0
45,Europe,Albania,2021-04-27,2842318.0,4.0,8236.0
46,Europe,Albania,2021-04-28,2842318.0,3.0,16773.0
47,Europe,Albania,2021-04-29,2842318.0,3.0,19620.0
48,Europe,Albania,2021-04-30,2842318.0,5.0,23655.0
49,Europe,Albania,2021-05-01,2842318.0,2.0,17125.0
50,Europe,Albania,2021-05-04,2842318.0,3.0,19886.0
51,Europe,Albania,2021-05-05,2842318.0,1.0,19197.0
52,Europe,Albania,2021-05-06,2842318.0,3.0,15642.0
53,Europe,Albania,2021-05-07,2842318.0,2.0,13467.0
54,Europe,Albania,2021-05-08,2842318.0,3.0,11073.0
55,Europe,Albania,2021-05-09,2842318.0,1.0,3234.0
56,Europe,Albania,2021-05-10,2842318.0,4.0,12959.0
57,Europe,Albania,2021-05-11,2842318.0,4.0,9548.0
58,Europe,Albania,2021-05-12,2842318.0,3.0,10169.0
59,Europe,Albania,2021-05-13,2842318.0,3.0,5662.0
60,Europe,Albania,2021-05-14,2842318.0,1.0,14992.0
61,Europe,Albania,2021-05-18,2842318.0,1.0,8864.0
62,Europe,Albania,2021-05-19,2842318.0,2.0,8864.0
63,Europe,Albania,2021-05-20,2842318.0,2.0,5932.0
64,Europe,Albania,2021-05-21,2842318.0,1.0,5103.0
65,Europe,Albania,2021-05-24,2842318.0,1.0,8519.0
66,Europe,Albania,2021-05-27,2842318.0,0.0,10057.0
67,Europe,Albania,2021-05-31,2842318.0,1.0,4257.0
68,Europe,Albania,2021-06-01,2842318.0,0.0,3881.0
69,Europe,Albania,2021-06-07,2842318.0,1.0,5058.0
70,Europe,Albania,2021-06-08,2842318.0,0.0,6310.0
71,Europe,Albania,2021-06-09,2842318.0,0.0,6564.0
72,Europe,Albania,2021-06-10,2842318.0,0.0,6497.0
73,Europe,Albania,2021-06-11,2842318.0,1.0,7228.0
74,Europe,Albania,2021-06-12,2842318.0,0.0,4587.0
75,Europe,Albania,2021-06-13,2842318.0,0.0,1562.0
76,Europe,Albania,2021-06-14,2842318.0,0.0,6105.0
77,Europe,Albania,2021-06-15,2842318.0,1.0,5895.0
78,Europe,Albania,2021-06-16,2842318.0,0.0,5797.0
79,Europe,Albania,2021-06-17,2842318.0,0.0,8401.0
80,Europe,Albania,2021-06-21,2842318.0,0.0,9140.0
81,Europe,Albania,2021-06-22,2842318.0,1.0,11377.0
82,Europe,Albania,2021-06-23,2842318.0,0.0,11445.0
83,Europe,Albania,2021-06-24,2842318.0,0.0,10012.0
84,Europe,Albania,2021-06-29,2842318.0,0.0,12059.0
85,Europe,Albania,2021-06-30,2842318.0,0.0,12536.0
86,Europe,Albania,2021-07-01,2842318.0,0.0,6452.0
87,Europe,Albania,2021-07-02,2842318.0,0.0,7013.0
88,Europe,Albania,2021-07-05,2842318.0,0.0,5531.0
89,Europe,Albania,2021-07-06,2842318.0,0.0,5982.0
90,Europe,Albania,2021-07-07,2842318.0,0.0,5600.0
91,Europe,Albania,2021-07-08,2842318.0,0.0,5634.0
92,Europe,Albania,2021-07-09,2842318.0,0.0,5257.0
93,Europe,Albania,2021-07-10,2842318.0,0.0,4854.0
94,Europe,Albania,2021-07-11,2842318.0,0.0,1394.0
95,Europe,Albania,2021-07-12,2842318.0,0.0,6432.0
96,Europe,Albania,2021-07-13,2842318.0,0.0,6433.0
97,Europe,Albania,2021-07-14,2842318.0,0.0,7832.0
98,Europe,Albania,2021-07-15,2842318.0,0.0,8609.0
99,Europe,Albania,2021-07-16,2842318.0,0.0,7934.0
100,Europe,Albania,2021-07-17,2842318.0,0.0,7093.0
101,Europe,Albania,2021-07-18,2842318.0,0.0,2230.0
102,Europe,Albania,2021-07-21,2842318.0,0.0,13029.0
103,Europe,Albania,2021-07-22,2842318.0,0.0,14332.0
104,Europe,Albania,2021-07-30,2842318.0,0.0,11078.0
105,Europe,Albania,2021-07-31,2842318.0,0.0,8086.0
106,Europe,Albania,2021-08-01,2842318.0,0.0,4154.0
107,Europe,Albania,2021-08-02,2842318.0,0.0,9674.0
108,Europe,Albania,2021-08-03,2842318.0,0.0,8879.0
109,Europe,Albania,2021-08-04,2842318.0,0.0,7765.0
110,Europe,Albania,2021-08-05,2842318.0,0.0,8631.0
111,Europe,Albania,2021-08-16,2842318.0,2.0,9556.0
112,Europe,Albania,2021-08-17,2842318.0,2.0,9585.0
113,Europe,Albania,2021-08-22,2842318.0,1.0,3414.0
114,Europe,Albania,2021-08-23,2842318.0,0.0,9950.0
115,Europe,Albania,2021-08-24,2842318.0,2.0,9677.0
116,Europe,Albania,2021-08-25,2842318.0,3.0,9263.0
117,Europe,Albania,2021-08-26,2842318.0,3.0,10254.0
118,Europe,Albania,2021-08-27,2842318.0,1.0,12070.0
119,Europe,Albania,2021-08-30,2842318.0,3.0,13284.0
120,Europe,Albania,2021-08-31,2842318.0,3.0,14268.0
121,Europe,Albania,2021-09-01,2842318.0,3.0,12934.0
122,Europe,Albania,2021-09-02,2842318.0,4.0,14648.0
123,Europe,Albania,2021-09-07,2842318.0,4.0,14394.0
124,Europe,Albania,2021-09-08,2842318.0,5.0,13687.0
125,Europe,Albania,2021-09-09,2842318.0,3.0,12089.0
126,Europe,Albania,2021-09-10,2842318.0,4.0,10173.0
127,Europe,Albania,2021-09-11,2842318.0,4.0,8621.0
128,Europe,Albania,2021-09-12,2842318.0,4.0,3356.0
129,Europe,Albania,2021-09-13,2842318.0,5.0,8605.0
130,Europe,Albania,2021-09-14,2842318.0,5.0,7954.0
131,Europe,Albania,2021-09-15,2842318.0,4.0,7525.0
132,Europe,Albania,2021-09-16,2842318.0,6.0,7350.0
133,Europe,Albania,2021-09-17,2842318.0,6.0,7253.0
134,Europe,Albania,2021-09-20,2842318.0,7.0,7711.0
135,Europe,Albania,2021-09-21,2842318.0,7.0,7995.0
136,Europe,Albania,2021-09-22,2842318.0,7.0,8503.0
137,Europe,Albania,2021-09-23,2842318.0,8.0,9551.0
138,Europe,Albania,2021-09-24,2842318.0,10.0,9911.0
139,Europe,Albania,2021-09-28,2842318.0,15.0,8863.0
140,Europe,Albania,2021-09-29,2842318.0,17.0,8553.0
141,Europe,Albania,2021-09-30,2842318.0,13.0,8824.0
142,Europe,Albania,2021-10-01,2842318.0,7.0,7733.0
143,Europe,Albania,2021-10-02,2842318.0,5.0,6934.0
144,Europe,Albania,2021-10-05,2842318.0,12.0,6828.0
145,Europe,Albania,2021-10-06,2842318.0,9.0,6551.0
146,Europe,Albania,2021-10-07,2842318.0,12.0,5891.0
147,Europe,Albania,2021-10-08,2842318.0,7.0,5608.0
148,Europe,Albania,2021-10-09,2842318.0,6.0,5759.0
149,Europe,Albania,2021-10-12,2842318.0,6.0,6634.0
150,Europe,Albania,2021-10-13,2842318.0,5.0,6147.0
151,Europe,Albania,2021-10-18,2842318.0,9.0,5805.0
152,Europe,Albania,2021-10-19,2842318.0,12.0,5973.0
153,Europe,Albania,2021-10-20,2842318.0,8.0,5981.0
154,Europe,Albania,2021-10-21,2842318.0,6.0,5720.0
155,Europe,Albania,2021-10-22,2842318.0,8.0,5607.0
156,Europe,Albania,2021-10-25,2842318.0,6.0,5488.0
157,Europe,Albania,2021-10-28,2842318.0,9.0,5611.0
158,Europe,Albania,2021-10-29,2842318.0,7.0,5172.0
159,Europe,Albania,2021-11-07,2842318.0,7.0,2472.0
160,Europe,Albania,2021-11-10,2842318.0,5.0,8614.0
161,Europe,Albania,2021-11-11,2842318.0,3.0,8258.0
162,Europe,Albania,2021-11-17,2842318.0,10.0,8607.0
163,Europe,Albania,2021-11-18,2842318.0,8.0,8205.0
164,Europe,Albania,2021-11-25,2842318.0,5.0,7112.0
165,Europe,Albania,2021-12-01,2842318.0,5.0,10758.0
166,Europe,Albania,2021-12-06,2842318.0,5.0,9202.0
167,Europe,Albania,2021-12-07,2842318.0,7.0,10133.0
168,Europe,Albania,2021-12-08,2842318.0,4.0,5009.0
169,Europe,Albania,2021-12-13,2842318.0,6.0,9944.0
170,Europe,Albania,2021-12-14,2842318.0,4.0,10313.0
171,Europe,Albania,2021-12-15,2842318.0,8.0,9865.0
172,Europe,Albania,2022-01-05,2842318.0,0.0,11284.0
173,Europe,Albania,2022-01-11,2842318.0,6.0,9006.0
174,Europe,Albania,2022-02-07,2842318.0,7.0,5146.0
175,Europe,Albania,2022-02-14,2842318.0,4.0,3966.0
176,Europe,Albania,2022-02-15,2842318.0,6.0,3891.0
177,Europe,Albania,2022-02-16,2842318.0,3.0,3488.0
178,Europe,Albania,2022-03-15,2842318.0,1.0,2541.0
179,Africa,Algeria,2021-01-30,44903228.0,4.0,30.0
180,Africa,Algeria,2021-11-22,44903228.0,5.0,23526.0
181,Africa,Algeria,2021-11-30,44903228.0,7.0,147230.0
182,Europe,Andorra,2021-04-05,79843.0,0.0,2829.0
183,Europe,Andorra,2021-04-12,79843.0,1.0,1973.0
184,North America,Anguilla,2021-02-14,15877.0,,1421.0
185,North America,Antigua and Barbuda,2021-04-17,93772.0,0.0,225.0
186,North America,Antigua and Barbuda,2021-05-26,93772.0,0.0,2221.0
187,North America,Antigua and Barbuda,2021-05-27,93772.0,0.0,1709.0
188,North America,Antigua and Barbuda,2021-06-07,93772.0,0.0,1686.0
189,North America,Antigua and Barbuda,2021-07-09,93772.0,0.0,260.0
190,North America,Antigua and Barbuda,2021-07-21,93772.0,0.0,114.0
191,North America,Antigua and Barbuda,2021-07-22,93772.0,0.0,1325.0
192,North America,Antigua and Barbuda,2021-07-29,93772.0,0.0,135.0
193,North America,Antigua and Barbuda,2021-08-31,93772.0,0.0,432.0
194,North America,Antigua and Barbuda,2022-03-01,93772.0,0.0,305.0
195,South America,Argentina,2020-12-30,45510324.0,145.0,20101.0
196,South America,Argentina,2020-12-31,45510324.0,82.0,2806.0
197,South America,Argentina,2021-01-01,45510324.0,74.0,129.0
198,South America,Argentina,2021-01-02,45510324.0,56.0,3312.0
199,South America,Argentina,2021-01-03,45510324.0,107.0,446.0
200,South America,Argentina,2021-01-04,45510324.0,152.0,10461.0
201,South America,Argentina,2021-01-05,45510324.0,151.0,10730.0
202,South America,Argentina,2021-01-06,45510324.0,191.0,10118.0
203,South America,Argentina,2021-01-07,45510324.0,146.0,18230.0
204,South America,Argentina,2021-01-08,45510324.0,151.0,27893.0
205,South America,Argentina,2021-01-09,45510324.0,144.0,10210.0
206,South America,Argentina,2021-01-10,45510324.0,78.0,1179.0
207,South America,Argentina,2021-01-11,45510324.0,159.0,19830.0
208,South America,Argentina,2021-01-12,45510324.0,194.0,19394.0
209,South America,Argentina,2021-01-13,45510324.0,135.0,16777.0
210,South America,Argentina,2021-01-14,45510324.0,142.0,16651.0
211,South America,Argentina,2021-01-15,45510324.0,102.0,17447.0
212,South America,Argentina,2021-01-16,45510324.0,68.0,5884.0
213,South America,Argentina,2021-01-17,45510324.0,112.0,1063.0
214,South America,Argentina,2021-01-18,45510324.0,425.0,9832.0
215,South America,Argentina,2021-01-19,45510324.0,234.0,13255.0
216,South America,Argentina,2021-01-20,45510324.0,150.0,19431.0
217,South America,Argentina,2021-01-21,45510324.0,139.0,14120.0
218,South America,Argentina,2021-01-22,45510324.0,220.0,9222.0
219,South America,Argentina,2021-01-23,45510324.0,162.0,3949.0
220,South America,Argentina,2021-01-24,45510324.0,90.0,303.0
221,South America,Argentina,2021-01-25,45510324.0,207.0,14218.0
222,South America,Argentina,2021-01-26,45510324.0,219.0,12815.0
223,South America,Argentina,2021-01-27,45510324.0,182.0,10115.0
224,South America,Argentina,2021-01-28,45510324.0,166.0,16049.0
225,South America,Argentina,2021-01-29,45510324.0,174.0,23505.0
226,South America,Argentina,2021-01-30,45510324.0,156.0,9315.0
227,South America,Argentina,2021-01-31,45510324.0,43.0,625.0
228,South America,Argentina,2021-02-01,45510324.0,275.0,19536.0
229,South America,Argentina,2021-02-02,45510324.0,177.0,23881.0
230,South America,Argentina,2021-02-03,45510324.0,113.0,26624.0
231,South America,Argentina,2021-02-04,45510324.0,161.0,28142.0
232,South America,Argentina,2021-02-05,45510324.0,285.0,33046.0
233,South America,Argentina,2021-02-06,45510324.0,125.0,10931.0
234,South America,Argentina,2021-02-07,45510324.0,61.0,1384.0
235,South America,Argentina,2021-02-08,45510324.0,227.0,23433.0
236,South America,Argentina,2021-02-09,45510324.0,168.0,20203.0
237,South America,Argentina,2021-02-10,45510324.0,108.0,15629.0
238,South America,Argentina,2021-02-11,45510324.0,200.0,17860.0
239,South America,Argentina,2021-02-12,45510324.0,155.0,15844.0
240,South America,Argentina,2021-02-13,45510324.0,159.0,3036.0
241,South America,Argentina,2021-02-14,45510324.0,48.0,152.0
242,South America,Argentina,2021-02-15,45510324.0,91.0,1318.0
243,South America,Argentina,2021-02-16,45510324.0,105.0,1313.0
244,South America,Argentina,2021-02-17,45510324.0,184.0,24415.0
245,South America,Argentina,2021-02-18,45510324.0,241.0,63846.0
246,South America,Argentina,2021-02-19,45510324.0,143.0,67903.0
247,South America,Argentina,2021-02-20,45510324.0,122.0,32624.0
248,South America,Argentina,2021-02-21,45510324.0,76.0,20180.0
249,South America,Argentina,2021-02-22,45510324.0,161.0,67594.0
250,South America,Argentina,2021-02-23,45510324.0,151.0,86974.0
251,South America,Argentina,2021-02-24,45510324.0,140.0,93853.0
252,South America,Argentina,2021-02-25,45510324.0,145.0,79493.0
253,South America,Argentina,2021-02-26,45510324.0,92.0,81717.0
254,South America,Argentina,2021-02-27,45510324.0,59.0,17908.0
255,South America,Argentina,2021-02-28,45510324.0,19.0,6130.0
256,South America,Argentina,2021-03-01,45510324.0,112.0,74581.0
257,South America,Argentina,2021-03-02,45510324.0,115.0,75642.0
258,South America,Argentina,2021-03-03,45510324.0,261.0,71525.0
259,South America,Argentina,2021-03-04,45510324.0,191.0,112101.0
260,South America,Argentina,2021-03-05,45510324.0,140.0,111763.0
261,South America,Argentina,2021-03-06,45510324.0,86.0,54949.0
262,South America,Argentina,2021-03-07,45510324.0,10.0,11798.0
263,South America,Argentina,2021-03-08,45510324.0,241.0,102519.0
264,South America,Argentina,2021-03-09,45510324.0,131.0,115824.0
265,South America,Argentina,2021-03-10,45510324.0,107.0,163995.0
266,South America,Argentina,2021-03-11,45510324.0,134.0,186884.0
267,South America,Argentina,2021-03-12,45510324.0,85.0,161693.0
268,South America,Argentina,2021-03-13,45510324.0,68.0,46399.0
269,South America,Argentina,2021-03-14,45510324.0,24.0,9174.0
270,South America,Argentina,2021-03-15,45510324.0,166.0,137646.0
271,South America,Argentina,2021-03-16,45510324.0,200.0,133762.0
272,South America,Argentina,2021-03-17,45510324.0,195.0,139613.0
273,South America,Argentina,2021-03-18,45510324.0,155.0,138977.0
274,South America,Argentina,2021-03-19,45510324.0,90.0,126217.0
275,South America,Argentina,2021-03-20,45510324.0,41.0,50885.0
276,South America,Argentina,2021-03-21,45510324.0,28.0,19634.0
277,South America,Argentina,2021-03-22,45510324.0,126.0,83084.0
278,South America,Argentina,2021-03-23,45510324.0,152.0,106499.0
279,South America,Argentina,2021-03-24,45510324.0,123.0,37470.0
280,South America,Argentina,2021-03-25,45510324.0,146.0,103214.0
281,South America,Argentina,2021-03-26,45510324.0,143.0,93587.0
282,South America,Argentina,2021-03-27,45510324.0,133.0,55103.0
283,South America,Argentina,2021-03-28,45510324.0,81.0,20833.0
284,South America,Argentina,2021-03-29,45510324.0,162.0,120217.0
285,South America,Argentina,2021-03-30,45510324.0,125.0,163059.0
286,South America,Argentina,2021-03-31,45510324.0,122.0,174991.0
287,South America,Argentina,2021-04-01,45510324.0,83.0,117165.0
288,South America,Argentina,2021-04-02,45510324.0,82.0,68168.0
289,South America,Argentina,2021-04-03,45510324.0,83.0,74482.0
290,South America,Argentina,2021-04-04,45510324.0,93.0,48496.0
291,South America,Argentina,2021-04-05,45510324.0,272.0,166023.0
292,South America,Argentina,2021-04-06,45510324.0,163.0,194040.0
293,South America,Argentina,2021-04-07,45510324.0,198.0,238466.0
294,South America,Argentina,2021-04-08,45510324.0,290.0,236000.0
295,South America,Argentina,2021-04-09,45510324.0,228.0,240431.0
296,South America,Argentina,2021-04-10,45510324.0,297.0,92955.0
297,South America,Argentina,2021-04-11,45510324.0,132.0,48318.0
298,South America,Argentina,2021-04-12,45510324.0,178.0,181840.0
299,South America,Argentina,2021-04-13,45510324.0,217.0,186104.0
300,South America,Argentina,2021-04-14,45510324.0,368.0,171718.0
301,South America,Argentina,2021-04-15,45510324.0,383.0,151133.0
302,South America,Argentina,2021-04-16,45510324.0,159.0,123749.0
303,South America,Argentina,2021-04-17,45510324.0,80.0,45723.0
304,South America,Argentina,2021-04-18,45510324.0,64.0,19907.0
305,South America,Argentina,2021-04-19,45510324.0,248.0,90508.0
306,South America,Argentina,2021-04-20,45510324.0,316.0,122756.0
307,South America,Argentina,2021-04-21,45510324.0,291.0,174003.0
308,South America,Argentina,2021-04-22,45510324.0,537.0,178238.0
309,South America,Argentina,2021-04-23,45510324.0,556.0,194592.0
310,South America,Argentina,2021-04-24,45510324.0,298.0,92239.0
311,South America,Argentina,2021-04-25,45510324.0,170.0,49322.0
312,South America,Argentina,2021-04-26,45510324.0,443.0,172154.0
313,South America,Argentina,2021-04-27,45510324.0,512.0,153775.0
314,South America,Argentina,2021-04-28,45510324.0,348.0,159046.0
315,South America,Argentina,2021-04-29,45510324.0,561.0,156341.0
316,South America,Argentina,2021-04-30,45510324.0,357.0,114985.0
317,South America,Argentina,2021-05-01,45510324.0,231.0,20312.0
318,South America,Argentina,2021-05-02,45510324.0,156.0,40180.0
319,South America,Argentina,2021-05-03,45510324.0,540.0,174758.0
320,South America,Argentina,2021-05-04,45510324.0,410.0,232084.0
321,South America,Argentina,2021-05-05,45510324.0,663.0,245060.0
322,South America,Argentina,2021-05-06,45510324.0,398.0,202854.0
323,South America,Argentina,2021-05-07,45510324.0,609.0,205417.0
324,South America,Argentina,2021-05-08,45510324.0,170.0,74288.0
325,South America,Argentina,2021-05-09,45510324.0,283.0,18700.0
326,South America,Argentina,2021-05-10,45510324.0,496.0,141709.0
327,South America,Argentina,2021-05-11,45510324.0,490.0,140495.0
328,South America,Argentina,2021-05-12,45510324.0,496.0,197658.0
329,South America,Argentina,2021-05-13,45510324.0,447.0,192189.0
330,South America,Argentina,2021-05-14,45510324.0,599.0,196568.0
331,South America,Argentina,2021-05-15,45510324.0,400.0,95110.0
332,South America,Argentina,2021-05-16,45510324.0,269.0,67608.0
333,South America,Argentina,2021-05-17,45510324.0,505.0,186985.0
334,South America,Argentina,2021-05-18,45510324.0,744.0,198293.0
335,South America,Argentina,2021-05-19,45510324.0,494.0,167777.0
336,South America,Argentina,2021-05-20,45510324.0,434.0,182649.0
337,South America,Argentina,2021-05-21,45510324.0,692.0,177312.0
338,South America,Argentina,2021-05-22,45510324.0,297.0,100462.0
339,South America,Argentina,2021-05-23,45510324.0,375.0,45278.0
340,South America,Argentina,2021-05-24,45510324.0,417.0,88385.0
341,South America,Argentina,2021-05-25,45510324.0,576.0,63434.0
342,South America,Argentina,2021-05-26,45510324.0,532.0,153153.0
343,South America,Argentina,2021-05-27,45510324.0,547.0,169462.0
344,South America,Argentina,2021-05-28,45510324.0,558.0,246155.0
345,South America,Argentina,2021-05-29,45510324.0,415.0,227520.0
346,South America,Argentina,2021-05-30,45510324.0,348.0,128861.0
347,South America,Argentina,2021-05-31,45510324.0,637.0,299068.0
348,South America,Argentina,2021-06-01,45510324.0,640.0,314985.0
349,South America,Argentina,2021-06-02,45510324.0,587.0,309437.0
350,South America,Argentina,2021-06-03,45510324.0,553.0,349725.0
351,South America,Argentina,2021-06-04,45510324.0,538.0,408273.0
352,South America,Argentina,2021-06-05,45510324.0,456.0,326868.0
353,South America,Argentina,2021-06-06,45510324.0,347.0,217391.0
354,South America,Argentina,2021-06-07,45510324.0,732.0,353280.0
355,South America,Argentina,2021-06-08,45510324.0,721.0,369989.0
356,South America,Argentina,2021-06-09,45510324.0,605.0,372417.0
357,South America,Argentina,2021-06-10,45510324.0,669.0,335131.0
358,South America,Argentina,2021-06-11,45510324.0,687.0,366859.0
359,South America,Argentina,2021-06-12,45510324.0,447.0,185147.0
360,South America,Argentina,2021-06-13,45510324.0,268.0,82692.0
361,South America,Argentina,2021-06-14,45510324.0,686.0,238104.0
362,South America,Argentina,2021-06-15,45510324.0,586.0,257908.0
363,South America,Argentina,2021-06-16,45510324.0,646.0,287196.0
364,South America,Argentina,2021-06-17,45510324.0,528.0,314460.0
365,South America,Argentina,2021-06-18,45510324.0,458.0,399389.0
366,South America,Argentina,2021-06-19,45510324.0,495.0,232626.0
367,South America,Argentina,2021-06-20,45510324.0,301.0,99222.0
368,South America,Argentina,2021-06-21,45510324.0,447.0,169736.0
369,South America,Argentina,2021-06-22,45510324.0,791.0,287969.0
370,South America,Argentina,2021-06-23,45510324.0,705.0,263199.0
371,South America,Argentina,2021-06-24,45510324.0,452.0,304574.0
372,South America,Argentina,2021-06-25,45510324.0,541.0,376867.0
373,South America,Argentina,2021-06-26,45510324.0,338.0,316352.0
374,South America,Argentina,2021-06-27,45510324.0,251.0,176280.0
375,South America,Argentina,2021-06-28,45510324.0,574.0,373139.0
376,South America,Argentina,2021-06-29,45510324.0,526.0,374526.0
377,South America,Argentina,2021-06-30,45510324.0,636.0,375853.0
378,South America,Argentina,2021-07-01,45510324.0,468.0,432340.0
379,South America,Argentina,2021-07-02,45510324.0,610.0,415726.0
380,South America,Argentina,2021-07-03,45510324.0,212.0,336708.0
381,South America,Argentina,2021-07-04,45510324.0,310.0,196559.0
382,South America,Argentina,2021-07-05,45510324.0,617.0,410000.0
383,South America,Argentina,2021-07-06,45510324.0,462.0,417008.0
384,South America,Argentina,2021-07-07,45510324.0,456.0,404309.0
385,South America,Argentina,2021-07-08,45510324.0,465.0,410634.0
386,South America,Argentina,2021-07-09,45510324.0,244.0,357673.0
387,South America,Argentina,2021-07-10,45510324.0,353.0,332010.0
388,South America,Argentina,2021-07-11,45510324.0,280.0,165554.0
389,South America,Argentina,2021-07-12,45510324.0,474.0,387295.0
390,South America,Argentina,2021-07-13,45510324.0,385.0,393693.0
391,South America,Argentina,2021-07-14,45510324.0,610.0,398460.0
392,South America,Argentina,2021-07-15,45510324.0,445.0,400080.0
393,South America,Argentina,2021-07-16,45510324.0,463.0,456462.0
394,South America,Argentina,2021-07-17,45510324.0,276.0,322685.0
395,South America,Argentina,2021-07-18,45510324.0,115.0,168260.0
396,South America,Argentina,2021-07-19,45510324.0,406.0,418846.0
397,South America,Argentina,2021-07-20,45510324.0,426.0,448768.0
398,South America,Argentina,2021-07-21,45510324.0,437.0,420103.0
399,South America,Argentina,2021-07-22,45510324.0,256.0,388395.0
400,South America,Argentina,2021-07-23,45510324.0,285.0,408812.0
401,South America,Argentina,2021-07-24,45510324.0,225.0,237688.0
402,South America,Argentina,2021-07-25,45510324.0,137.0,133907.0
403,South America,Argentina,2021-07-26,45510324.0,384.0,407795.0
404,South America,Argentina,2021-07-27,45510324.0,247.0,428378.0
405,South America,Argentina,2021-07-28,45510324.0,470.0,460209.0
406,South America,Argentina,2021-07-29,45510324.0,291.0,425170.0
407,South America,Argentina,2021-07-30,45510324.0,473.0,427226.0
408,South America,Argentina,2021-07-31,45510324.0,135.0,274882.0
409,South America,Argentina,2021-08-01,45510324.0,51.0,167450.0
410,South America,Argentina,2021-08-02,45510324.0,273.0,417366.0
411,South America,Argentina,2021-08-03,45510324.0,402.0,408290.0
412,South America,Argentina,2021-08-04,45510324.0,300.0,417633.0
413,South America,Argentina,2021-08-05,45510324.0,276.0,430616.0
414,South America,Argentina,2021-08-06,45510324.0,190.0,414188.0
415,South America,Argentina,2021-08-07,45510324.0,89.0,278299.0
416,South America,Argentina,2021-08-08,45510324.0,157.0,161772.0
417,South America,Argentina,2021-08-09,45510324.0,502.0,391239.0
418,South America,Argentina,2021-08-10,45510324.0,204.0,370681.0
419,South America,Argentina,2021-08-11,45510324.0,223.0,412911.0
420,South America,Argentina,2021-08-12,45510324.0,181.0,392683.0
421,South America,Argentina,2021-08-13,45510324.0,246.0,416983.0
422,South America,Argentina,2021-08-14,45510324.0,121.0,256688.0
423,South America,Argentina,2021-08-15,45510324.0,105.0,162729.0
424,South America,Argentina,2021-08-16,45510324.0,64.0,191114.0
425,South America,Argentina,2021-08-17,45510324.0,300.0,439925.0
426,South America,Argentina,2021-08-18,45510324.0,247.0,435473.0
427,South America,Argentina,2021-08-19,45510324.0,189.0,426287.0
428,South America,Argentina,2021-08-20,45510324.0,229.0,436824.0
429,South America,Argentina,2021-08-21,45510324.0,147.0,257361.0
430,South America,Argentina,2021-08-22,45510324.0,135.0,170104.0
431,South America,Argentina,2021-08-23,45510324.0,257.0,408810.0
432,South America,Argentina,2021-08-24,45510324.0,197.0,449170.0
433,South America,Argentina,2021-08-25,45510324.0,160.0,426755.0
434,South America,Argentina,2021-08-26,45510324.0,151.0,442945.0
