,Continent,Location,Date,Population,New Vaccinations,Rolling Vaccinations
0,Asia,Afghanistan,2021-05-27,41128772.0,2859.0,2859
1,Asia,Afghanistan,2021-06-03,41128772.0,4015.0,6874
2,Asia,Afghanistan,2022-01-27,41128772.0,6868.0,13742
3,Asia,Afghanistan,2022-04-27,41128772.0,383.0,14125
4,Asia,Afghanistan,2022-09-12,41128772.0,9447.0,23572
5,Asia,Afghanistan,2022-11-02,41128772.0,36587.0,60159
6,Asia,Afghanistan,2022-11-16,41128772.0,14800.0,74959
7,Europe,Albania,2021-01-13,2842318.0,60.0,60
8,Europe,Albania,2021-01-14,2842318.0,78.0,138
9,Europe,Albania,2021-01-15,2842318.0,42.0,180
10,Europe,Albania,2021-01-16,2842318.0,61.0,241
11,Europe,Albania,2021-01-17,2842318.0,36.0,277
12,Europe,Albania,2021-01-18,2842318.0,42.0,319
13,Europe,Albania,2021-01-19,2842318.0,36.0,355
14,Europe,Albania,2021-01-20,2842318.0,36.0,391
15,Europe,Albania,2021-01-21,2842318.0,30.0,421
16,Europe,Albania,2021-02-18,2842318.0,1348.0,1769
17,Europe,Albania,2021-02-19,2842318.0,1128.0,2897
18,Europe,Albania,2021-03-23,2842318.0,3461.0,6358
19,Europe,Albania,2021-03-24,2842318.0,2302.0,8660
20,Europe,Albania,2021-03-25,2842318.0,5356.0,14016
21,Europe,Albania,2021-03-26,2842318.0,2900.0,16916
22,Europe,Albania,2021-03-27,2842318.0,1827.0,18743
23,Europe,Albania,2021-03-28,2842318.0,13925.0,32668
24,Europe,Albania,2021-03-31,2842318.0,19525.0,52193
25,Europe,Albania,2021-04-01,2842318.0,16617.0,68810
26,Europe,Albania,2021-04-02,2842318.0,17023.0,85833
27,Europe,Albania,2021-04-03,2842318.0,13010.0,98843
28,Europe,Albania,2021-04-04,2842318.0,7386.0,106229
29,Europe,Albania,2021-04-05,2842318.0,13826.0,120055
30,Europe,Albania,2021-04-06,2842318.0,14880.0,134935
31,Europe,Albania,2021-04-07,2842318.0,10791.0,145726
32,Europe,Albania,2021-04-08,2842318.0,10163.0,155889
33,Europe,Albania,2021-04-09,2842318.0,8134.0,164023
34,Europe,Albania,2021-04-10,2842318.0,6134.0,170157
35,Europe,Albania,2021-04-13,2842318.0,13685.0,183842
36,Europe,Albania,2021-04-16,2842318.0,10134.0,193976
37,Europe,Albania,2021-04-17,2842318.0,10218.0,204194
38,Europe,Albania,2021-04-18,2842318.0,8065.0,212259
39,Europe,Albania,2021-04-19,2842318.0,13029.0,225288
40,Europe,Albania,2021-04-20,2842318.0,4066.0,229354
41,Europe,Albania,2021-04-21,2842318.0,22075.0,251429
42,Europe,Albania,2021-04-22,2842318.0,10923.0,262352
43,Europe,Albania,2021-04-23,2842318.0,8353.0,270705
44,Europe,Albania,2021-04-24,2842318.0,8713.0,279418
45,Europe,Albania,2021-04-27,2842318.0,8236.0,287654
46,Europe,Albania,2021-04-28,2842318.0,16773.0,304427
47,Europe,Albania,2021-04-29,2842318.0,19620.0,324047
48,Europe,Albania,2021-04-30,2842318.0,23655.0,347702
49,Europe,Albania,2021-05-01,2842318.0,17125.0,364827
50,Europe,Albania,2021-05-04,2842318.0,19886.0,384713
51,Europe,Albania,2021-05-05,2842318.0,19197.0,403910
52,Europe,Albania,2021-05-06,2842318.0,15642.0,419552
53,Europe,Albania,2021-05-07,2842318.0,13467.0,433019
54,Europe,Albania,2021-05-08,2842318.0,11073.0,444092
55,Europe,Albania,2021-05-09,2842318.0,3234.0,447326
56,Europe,Albania,2021-05-10,2842318.0,12959.0,460285
57,Europe,Albania,2021-05-11,2842318.0,9548.0,469833
58,Europe,Albania,2021-05-12,2842318.0,10169.0,480002
59,Europe,Albania,2021-05-13,2842318.0,5662.0,485664
60,Europe,Albania,2021-05-14,2842318.0,14992.0,500656
61,Europe,Albania,2021-05-18,2842318.0,8864.0,509520
62,Europe,Albania,2021-05-19,2842318.0,8864.0,518384
63,Europe,Albania,2021-05-20,2842318.0,5932.0,524316
64,Europe,Albania,2021-05-21,2842318.0,5103.0,529419
65,Europe,Albania,2021-05-24,2842318.0,8519.0,537938
66,Europe,Albania,2021-05-27,2842318.0,10057.0,547995
67,Europe,Albania,2021-05-31,2842318.0,4257.0,552252
68,Europe,Albania,2021-06-01,2842318.0,3881.0,556133
69,Europe,Albania,2021-06-07,2842318.0,5058.0,561191
70,Europe,Albania,2021-06-08,2842318.0,6310.0,567501
71,Europe,Albania,2021-06-09,2842318.0,6564.0,574065
72,Europe,Albania,2021-06-10,2842318.0,6497.0,580562
73,Europe,Albania,2021-06-11,2842318.0,7228.0,587790
74,Europe,Albania,2021-06-12,2842318.0,4587.0,592377
75,Europe,Albania,2021-06-13,2842318.0,1562.0,593939
76,Europe,Albania,2021-06-14,2842318.0,6105.0,600044
77,Europe,Albania,2021-06-15,2842318.0,5895.0,605939
78,Europe,Albania,2021-06-16,2842318.0,5797.0,611736
79,Europe,Albania,2021-06-17,2842318.0,8401.0,620137
80,Europe,Albania,2021-06-21,2842318.0,9140.0,629277
81,Europe,Albania,2021-06-22,2842318.0,11377.0,640654
82,Europe,Albania,2021-06-23,2842318.0,11445.0,652099
83,Europe,Albania,2021-06-24,2842318.0,10012.0,662111
84,Europe,Albania,2021-06-29,2842318.0,12059.0,674170
85,Europe,Albania,2021-06-30,2842318.0,12536.0,686706
86,Europe,Albania,2021-07-01,2842318.0,6452.0,693158
87,Europe,Albania,2021-07-02,2842318.0,7013.0,700171
88,Europe,Albania,2021-07-05,2842318.0,5531.0,705702
89,Europe,Albania,2021-07-06,2842318.0,5982.0,711684
90,Europe,Albania,2021-07-07,2842318.0,5600.0,717284
91,Europe,Albania,2021-07-08,2842318.0,5634.0,722918
92,Europe,Albania,2021-07-09,2842318.0,5257.0,728175
93,Europe,Albania,2021-07-10,2842318.0,4854.0,733029
94,Europe,Albania,2021-07-11,2842318.0,1394.0,734423
95,Europe,Albania,2021-07-12,2842318.0,6432.0,740855
96,Europe,Albania,2021-07-13,2842318.0,6433.0,747288
97,Europe,Albania,2021-07-14,2842318.0,7832.0,755120
98,Europe,Albania,2021-07-15,2842318.0,8609.0,763729
99,Europe,Albania,2021-07-16,2842318.0,7934.0,771663
100,Europe,Albania,2021-07-17,2842318.0,7093.0,778756
101,Europe,Albania,2021-07-18,2842318.0,2230.0,780986
102,Europe,Albania,2021-07-21,2842318.0,13029.0,794015
103,Europe,Albania,2021-07-22,2842318.0,14332.0,808347
104,Europe,Albania,2021-07-30,2842318.0,11078.0,819425
105,Europe,Albania,2021-07-31,2842318.0,8086.0,827511
106,Europe,Albania,2021-08-01,2842318.0,4154.0,831665
107,Europe,Albania,2021-08-02,2842318.0,9674.0,841339
108,Europe,Albania,2021-08-03,2842318.0,8879.0,850218
109,Europe,Albania,2021-08-04,2842318.0,7765.0,857983
110,Europe,Albania,2021-08-05,2842318.0,8631.0,866614
111,Europe,Albania,2021-08-16,2842318.0,9556.0,876170
112,Europe,Albania,2021-08-17,2842318.0,9585.0,885755
113,Europe,Albania,2021-08-22,2842318.0,3414.0,889169
114,Europe,Albania,2021-08-23,2842318.0,9950.0,899119
115,Europe,Albania,2021-08-24,2842318.0,9677.0,908796
116,Europe,Albania,2021-08-25,2842318.0,9263.0,918059
117,Europe,Albania,2021-08-26,2842318.0,10254.0,928313
118,Europe,Albania,2021-08-27,2842318.0,12070.0,940383
119,Europe,Albania,2021-08-30,2842318.0,13284.0,953667
120,Europe,Albania,2021-08-31,2842318.0,14268.0,967935
121,Europe,Albania,2021-09-01,2842318.0,12934.0,980869
122,Europe,Albania,2021-09-02,2842318.0,14648.0,995517
123,Europe,Albania,2021-09-07,2842318.0,14394.0,1009911
124,Europe,Albania,2021-09-08,2842318.0,13687.0,1023598
125,Europe,Albania,2021-09-09,2842318.0,12089.0,1035687
126,Europe,Albania,2021-09-10,2842318.0,10173.0,1045860
127,Europe,Albania,2021-09-11,2842318.0,8621.0,1054481
128,Europe,Albania,2021-09-12,2842318.0,3356.0,1057837
129,Europe,Albania,2021-09-13,2842318.0,8605.0,1066442
130,Europe,Albania,2021-09-14,2842318.0,7954.0,1074396
131,Europe,Albania,2021-09-15,2842318.0,7525.0,1081921
132,Europe,Albania,2021-09-16,2842318.0,7350.0,1089271
133,Europe,Albania,2021-09-17,2842318.0,7253.0,1096524
134,Europe,Albania,2021-09-20,2842318.0,7711.0,1104235
135,Europe,Albania,2021-09-21,2842318.0,7995.0,1112230
136,Europe,Albania,2021-09-22,2842318.0,8503.0,1120733
137,Europe,Albania,2021-09-23,2842318.0,9551.0,1130284
138,Europe,Albania,2021-09-24,2842318.0,9911.0,1140195
139,Europe,Albania,2021-09-28,2842318.0,8863.0,1149058
140,Europe,Albania,2021-09-29,2842318.0,8553.0,1157611
141,Europe,Albania,2021-09-30,2842318.0,8824.0,1166435
142,Europe,Albania,2021-10-01,2842318.0,7733.0,1174168
143,Europe,Albania,2021-10-02,2842318.0,6934.0,1181102
144,Europe,Albania,2021-10-05,2842318.0,6828.0,1187930
145,Europe,Albania,2021-10-06,2842318.0,6551.0,1194481
146,Europe,Albania,2021-10-07,2842318.0,5891.0,1200372
147,Europe,Albania,2021-10-08,2842318.0,5608.0,1205980
148,Europe,Albania,2021-10-09,2842318.0,5759.0,1211739
149,Europe,Albania,2021-10-12,2842318.0,6634.0,1218373
150,Europe,Albania,2021-10-13,2842318.0,6147.0,1224520
151,Europe,Albania,2021-10-18,2842318.0,5805.0,1230325
152,Europe,Albania,2021-10-19,2842318.0,5973.0,1236298
153,Europe,Albania,2021-10-20,2842318.0,5981.0,1242279
154,Europe,Albania,2021-10-21,2842318.0,5720.0,1247999
155,Europe,Albania,2021-10-22,2842318.0,5607.0,1253606
156,Europe,Albania,2021-10-25,2842318.0,5488.0,1259094
157,Europe,Albania,2021-10-28,2842318.0,5611.0,1264705
158,Europe,Albania,2021-10-29,2842318.0,5172.0,1269877
159,Europe,Albania,2021-11-07,2842318.0,2472.0,1272349
160,Europe,Albania,2021-11-10,2842318.0,8614.0,1280963
161,Europe,Albania,2021-11-11,2842318.0,8258.0,1289221
162,Europe,Albania,2021-11-17,2842318.0,8607.0,1297828
163,Europe,Albania,2021-11-18,2842318.0,8205.0,1306033
164,Europe,Albania,2021-11-25,2842318.0,7112.0,1313145
165,Europe,Albania,2021-12-01,2842318.0,10758.0,1323903
166,Europe,Albania,2021-12-06,2842318.0,9202.0,1333105
167,Europe,Albania,2021-12-07,2842318.0,10133.0,1343238
168,Europe,Albania,2021-12-08,2842318.0,5009.0,1348247
169,Europe,Albania,2021-12-13,2842318.0,9944.0,1358191
170,Europe,Albania,2021-12-14,2842318.0,10313.0,1368504
171,Europe,Albania,2021-12-15,2842318.0,9865.0,1378369
172,Europe,Albania,2022-01-05,2842318.0,11284.0,1389653
173,Europe,Albania,2022-01-11,2842318.0,9006.0,1398659
174,Europe,Albania,2022-02-07,2842318.0,5146.0,1403805
175,Europe,Albania,2022-02-14,2842318.0,3966.0,1407771
176,Europe,Albania,2022-02-15,2842318.0,3891.0,1411662
177,Europe,Albania,2022-02-16,2842318.0,3488.0,1415150
178,Europe,Albania,2022-03-15,2842318.0,2541.0,1417691
179,Africa,Algeria,2021-01-30,44903228.0,30.0,30
180,Africa,Algeria,2021-11-22,44903228.0,23526.0,23556
181,Africa,Algeria,2021-11-30,44903228.0,147230.0,170786
182,Europe,Andorra,2021-04-05,79843.0,2829.0,2829
183,Europe,Andorra,2021-04-12,79843.0,1973.0,4802
184,North America,Anguilla,2021-02-14,15877.0,1421.0,1421
185,North America,Antigua and Barbuda,2021-04-17,93772.0,225.0,225
186,North America,Antigua and Barbuda,2021-05-26,93772.0,2221.0,2446
187,North America,Antigua and Barbuda,2021-05-27,93772.0,1709.0,4155
188,North America,Antigua and Barbuda,2021-06-07,93772.0,1686.0,5841
189,North America,Antigua and Barbuda,2021-07-09,93772.0,260.0,6101
190,North America,Antigua and Barbuda,2021-07-21,93772.0,114.0,6215
191,North America,Antigua and Barbuda,2021-07-22,93772.0,1325.0,7540
192,North America,Antigua and Barbuda,2021-07-29,93772.0,135.0,7675
193,North America,Antigua and Barbuda,2021-08-31,93772.0,432.0,8107
194,North America,Antigua and Barbuda,2022-03-01,93772.0,305.0,8412
195,South America,Argentina,2020-12-30,45510324.0,20101.0,20101
196,South America,Argentina,2020-12-31,45510324.0,2806.0,22907
197,South America,Argentina,2021-01-01,45510324.0,129.0,23036
198,South America,Argentina,2021-01-02,45510324.0,3312.0,26348
199,South America,Argentina,2021-01-03,45510324.0,446.0,26794
200,South America,Argentina,2021-01-04,45510324.0,10461.0,37255
201,South America,Argentina,2021-01-05,45510324.0,10730.0,47985
202,South America,Argentina,2021-01-06,45510324.0,10118.0,58103
203,South America,Argentina,2021-01-07,45510324.0,18230.0,76333
204,South America,Argentina,2021-01-08,45510324.0,27893.0,104226
205,South America,Argentina,2021-01-09,45510324.0,10210.0,114436
206,South America,Argentina,2021-01-10,45510324.0,1179.0,115615
207,South America,Argentina,2021-01-11,45510324.0,19830.0,135445
208,South America,Argentina,2021-01-12,45510324.0,19394.0,154839
209,South America,Argentina,2021-01-13,45510324.0,16777.0,171616
210,South America,Argentina,2021-01-14,45510324.0,16651.0,188267
211,South America,Argentina,2021-01-15,45510324.0,17447.0,205714
212,South America,Argentina,2021-01-16,45510324.0,5884.0,211598
213,South America,Argentina,2021-01-17,45510324.0,1063.0,212661
214,South America,Argentina,2021-01-18,45510324.0,9832.0,222493
215,South America,Argentina,2021-01-19,45510324.0,13255.0,235748
216,South America,Argentina,2021-01-20,45510324.0,19431.0,255179
217,South America,Argentina,2021-01-21,45510324.0,14120.0,269299
218,South America,Argentina,2021-01-22,45510324.0,9222.0,278521
219,South America,Argentina,2021-01-23,45510324.0,3949.0,282470
220,South America,Argentina,2021-01-24,45510324.0,303.0,282773
221,South America,Argentina,2021-01-25,45510324.0,14218.0,296991
222,South America,Argentina,2021-01-26,45510324.0,12815.0,309806
223,South America,Argentina,2021-01-27,45510324.0,10115.0,319921
224,South America,Argentina,2021-01-28,45510324.0,16049.0,335970
225,South America,Argentina,2021-01-29,45510324.0,23505.0,359475
226,South America,Argentina,2021-01-30,45510324.0,9315.0,368790
227,South America,Argentina,2021-01-31,45510324.0,625.0,369415
228,South America,Argentina,2021-02-01,45510324.0,19536.0,388951
229,South America,Argentina,2021-02-02,45510324.0,23881.0,412832
230,South America,Argentina,2021-02-03,45510324.0,26624.0,439456
231,South America,Argentina,2021-02-04,45510324.0,28142.0,467598
232,South America,Argentina,2021-02-05,45510324.0,33046.0,500644
233,South America,Argentina,2021-02-06,45510324.0,10931.0,511575
234,South America,Argentina,2021-02-07,45510324.0,1384.0,512959
235,South America,Argentina,2021-02-08,45510324.0,23433.0,536392
236,South America,Argentina,2021-02-09,45510324.0,20203.0,556595
237,South America,Argentina,2021-02-10,45510324.0,15629.0,572224
238,South America,Argentina,2021-02-11,45510324.0,17860.0,590084
239,South America,Argentina,2021-02-12,45510324.0,15844.0,605928
240,South America,Argentina,2021-02-13,45510324.0,3036.0,608964
241,South America,Argentina,2021-02-14,45510324.0,152.0,609116
242,South America,Argentina,2021-02-15,45510324.0,1318.0,610434
243,South America,Argentina,2021-02-16,45510324.0,1313.0,611747
244,South America,Argentina,2021-02-17,45510324.0,24415.0,636162
245,South America,Argentina,2021-02-18,45510324.0,63846.0,700008
246,South America,Argentina,2021-02-19,45510324.0,67903.0,767911
247,South America,Argentina,2021-02-20,45510324.0,32624.0,800535
248,South America,Argentina,2021-02-21,45510324.0,20180.0,820715
249,South America,Argentina,2021-02-22,45510324.0,67594.0,888309
250,South America,Argentina,2021-02-23,45510324.0,86974.0,975283
251,South America,Argentina,2021-02-24,45510324.0,93853.0,1069136
252,South America,Argentina,2021-02-25,45510324.0,79493.0,1148629
253,South America,Argentina,2021-02-26,45510324.0,81717.0,1230346
254,South America,Argentina,2021-02-27,45510324.0,17908.0,1248254
255,South America,Argentina,2021-02-28,45510324.0,6130.0,1254384
256,South America,Argentina,2021-03-01,45510324.0,74581.0,1328965
257,South America,Argentina,2021-03-02,45510324.0,75642.0,1404607
258,South America,Argentina,2021-03-03,45510324.0,71525.0,1476132
259,South America,Argentina,2021-03-04,45510324.0,112101.0,1588233
260,South America,Argentina,2021-03-05,45510324.0,111763.0,1699996
261,South America,Argentina,2021-03-06,45510324.0,54949.0,1754945
262,South America,Argentina,2021-03-07,45510324.0,11798.0,1766743
263,South America,Argentina,2021-03-08,45510324.0,102519.0,1869262
264,South America,Argentina,2021-03-09,45510324.0,115824.0,1985086
265,South America,Argentina,2021-03-10,45510324.0,163995.0,2149081
266,South America,Argentina,2021-03-11,45510324.0,186884.0,2335965
267,South America,Argentina,2021-03-12,45510324.0,161693.0,2497658
268,South America,Argentina,2021-03-13,45510324.0,46399.0,2544057
269,South America,Argentina,2021-03-14,45510324.0,9174.0,2553231
270,South America,Argentina,2021-03-15,45510324.0,137646.0,2690877
271,South America,Argentina,2021-03-16,45510324.0,133762.0,2824639
272,South America,Argentina,2021-03-17,45510324.0,139613.0,2964252
273,South America,Argentina,2021-03-18,45510324.0,138977.0,3103229
274,South America,Argentina,2021-03-19,45510324.0,126217.0,3229446
275,South America,Argentina,2021-03-20,45510324.0,50885.0,3280331
276,South America,Argentina,2021-03-21,45510324.0,19634.0,3299965
277,South America,Argentina,2021-03-22,45510324.0,83084.0,3383049
278,South America,Argentina,2021-03-23,45510324.0,106499.0,3489548
279,South America,Argentina,2021-03-24,45510324.0,37470.0,3527018
280,South America,Argentina,2021-03-25,45510324.0,103214.0,3630232
281,South America,Argentina,2021-03-26,45510324.0,93587.0,3723819
282,South America,Argentina,2021-03-27,45510324.0,55103.0,3778922
283,South America,Argentina,2021-03-28,45510324.0,20833.0,3799755
284,South America,Argentina,2021-03-29,45510324.0,120217.0,3919972
285,South America,Argentina,2021-03-30,45510324.0,163059.0,4083031
286,South America,Argentina,2021-03-31,45510324.0,174991.0,4258022
287,South America,Argentina,2021-04-01,45510324.0,117165.0,4375187
288,South America,Argentina,2021-04-02,45510324.0,68168.0,4443355
289,South America,Argentina,2021-04-03,45510324.0,74482.0,4517837
290,South America,Argentina,2021-04-04,45510324.0,48496.0,4566333
291,South America,Argentina,2021-04-05,45510324.0,166023.0,4732356
292,South America,Argentina,2021-04-06,45510324.0,194040.0,4926396
293,South America,Argentina,2021-04-07,45510324.0,238466.0,5164862
294,South America,Argentina,2021-04-08,45510324.0,236000.0,5400862
295,South America,Argentina,2021-04-09,45510324.0,240431.0,5641293
296,South America,Argentina,2021-04-10,45510324.0,92955.0,5734248
297,South America,Argentina,2021-04-11,45510324.0,48318.0,5782566
298,South America,Argentina,2021-04-12,45510324.0,181840.0,5964406
299,South America,Argentina,2021-04-13,45510324.0,186104.0,6150510
300,South America,Argentina,2021-04-14,45510324.0,171718.0,6322228
301,South America,Argentina,2021-04-15,45510324.0,151133.0,6473361
302,South America,Argentina,2021-04-16,45510324.0,123749.0,6597110
303,South America,Argentina,2021-04-17,45510324.0,45723.0,6642833
304,South America,Argentina,2021-04-18,45510324.0,19907.0,6662740
305,South America,Argentina,2021-04-19,45510324.0,90508.0,6753248
306,South America,Argentina,2021-04-20,45510324.0,122756.0,6876004
307,South America,Argentina,2021-04-21,45510324.0,174003.0,7050007
308,South America,Argentina,2021-04-22,45510324.0,178238.0,7228245
309,South America,Argentina,2021-04-23,45510324.0,194592.0,7422837
310,South America,Argentina,2021-04-24,45510324.0,92239.0,7515076
311,South America,Argentina,2021-04-25,45510324.0,49322.0,7564398
312,South America,Argentina,2021-04-26,45510324.0,172154.0,7736552
313,South America,Argentina,2021-04-27,45510324.0,153775.0,7890327
314,South America,Argentina,2021-04-28,45510324.0,159046.0,8049373
315,South America,Argentina,2021-04-29,45510324.0,156341.0,8205714
316,South America,Argentina,2021-04-30,45510324.0,114985.0,8320699
317,South America,Argentina,2021-05-01,45510324.0,20312.0,8341011
318,South America,Argentina,2021-05-02,45510324.0,40180.0,8381191
319,South America,Argentina,2021-05-03,45510324.0,174758.0,8555949
320,South America,Argentina,2021-05-04,45510324.0,232084.0,8788033
321,South America,Argentina,2021-05-05,45510324.0,245060.0,9033093
322,South America,Argentina,2021-05-06,45510324.0,202854.0,9235947
323,South America,Argentina,2021-05-07,45510324.0,205417.0,9441364
324,South America,Argentina,2021-05-08,45510324.0,74288.0,9515652
325,South America,Argentina,2021-05-09,45510324.0,18700.0,9534352
326,South America,Argentina,2021-05-10,45510324.0,141709.0,9676061
327,South America,Argentina,2021-05-11,45510324.0,140495.0,9816556
328,South America,Argentina,2021-05-12,45510324.0,197658.0,10014214
329,South America,Argentina,2021-05-13,45510324.0,192189.0,10206403
330,South America,Argentina,2021-05-14,45510324.0,196568.0,10402971
331,South America,Argentina,2021-05-15,45510324.0,95110.0,10498081
332,South America,Argentina,2021-05-16,45510324.0,67608.0,10565689
333,South America,Argentina,2021-05-17,45510324.0,186985.0,10752674
334,South America,Argentina,2021-05-18,45510324.0,198293.0,10950967
335,South America,Argentina,2021-05-19,45510324.0,167777.0,11118744
336,South America,Argentina,2021-05-20,45510324.0,182649.0,11301393
337,South America,Argentina,2021-05-21,45510324.0,177312.0,11478705
338,South America,Argentina,2021-05-22,45510324.0,100462.0,11579167
339,South America,Argentina,2021-05-23,45510324.0,45278.0,11624445
340,South America,Argentina,2021-05-24,45510324.0,88385.0,11712830
341,South America,Argentina,2021-05-25,45510324.0,63434.0,11776264
342,South America,Argentina,2021-05-26,45510324.0,153153.0,11929417
343,South America,Argentina,2021-05-27,45510324.0,169462.0,12098879
344,South America,Argentina,2021-05-28,45510324.0,246155.0,12345034
345,South America,Argentina,2021-05-29,45510324.0,227520.0,12572554
346,South America,Argentina,2021-05-30,45510324.0,128861.0,12701415
347,South America,Argentina,2021-05-31,45510324.0,299068.0,13000483
348,South America,Argentina,2021-06-01,45510324.0,314985.0,13315468
349,South America,Argentina,2021-06-02,45510324.0,309437.0,13624905
350,South America,Argentina,2021-06-03,45510324.0,349725.0,13974630
351,South America,Argentina,2021-06-04,45510324.0,408273.0,14382903
352,South America,Argentina,2021-06-05,45510324.0,326868.0,14709771
353,South America,Argentina,2021-06-06,45510324.0,217391.0,14927162
354,South America,Argentina,2021-06-07,45510324.0,353280.0,15280442
355,South America,Argentina,2021-06-08,45510324.0,369989.0,15650431
356,South America,Argentina,2021-06-09,45510324.0,372417.0,16022848
357,South America,Argentina,2021-06-10,45510324.0,335131.0,16357979
358,South America,Argentina,2021-06-11,45510324.0,366859.0,16724838
359,South America,Argentina,2021-06-12,45510324.0,185147.0,16909985
360,South America,Argentina,2021-06-13,45510324.0,82692.0,16992677
361,South America,Argentina,2021-06-14,45510324.0,238104.0,17230781
362,South America,Argentina,2021-06-15,45510324.0,257908.0,17488689
363,South America,Argentina,2021-06-16,45510324.0,287196.0,17775885
364,South America,Argentina,2021-06-17,45510324.0,314460.0,18090345
365,South America,Argentina,2021-06-18,45510324.0,399389.0,18489734
366,South America,Argentina,2021-06-19,45510324.0,232626.0,18722360
367,South America,Argentina,2021-06-20,45510324.0,99222.0,18821582
368,South America,Argentina,2021-06-21,45510324.0,169736.0,18991318
369,South America,Argentina,2021-06-22,45510324.0,287969.0,19279287
370,South America,Argentina,2021-06-23,45510324.0,263199.0,19542486
371,South America,Argentina,2021-06-24,45510324.0,304574.0,19847060
372,South America,Argentina,2021-06-25,45510324.0,376867.0,20223927
373,South America,Argentina,2021-06-26,45510324.0,316352.0,20540279
374,South America,Argentina,2021-06-27,45510324.0,176280.0,20716559
375,South America,Argentina,2021-06-28,45510324.0,373139.0,21089698
376,South America,Argentina,2021-06-29,45510324.0,374526.0,21464224
377,South America,Argentina,2021-06-30,45510324.0,375853.0,21840077
378,South America,Argentina,2021-07-01,45510324.0,432340.0,22272417
379,South America,Argentina,2021-07-02,45510324.0,415726.0,22688143
380,South America,Argentina,2021-07-03,45510324.0,336708.0,23024851
381,South America,Argentina,2021-07-04,45510324.0,196559.0,23221410
382,South America,Argentina,2021-07-05,45510324.0,410000.0,23631410
383,South America,Argentina,2021-07-06,45510324.0,417008.0,24048418
384,South America,Argentina,2021-07-07,45510324.0,404309.0,24452727
385,South America,Argentina,2021-07-08,45510324.0,410634.0,24863361
386,South America,Argentina,2021-07-09,45510324.0,357673.0,25221034
387,South America,Argentina,2021-07-10,45510324.0,332010.0,25553044
388,South America,Argentina,2021-07-11,45510324.0,165554.0,25718598
389,South America,Argentina,2021-07-12,45510324.0,387295.0,26105893
390,South America,Argentina,2021-07-13,45510324.0,393693.0,26499586
391,South America,Argentina,2021-07-14,45510324.0,398460.0,26898046
392,South America,Argentina,2021-07-15,45510324.0,400080.0,27298126
393,South America,Argentina,2021-07-16,45510324.0,456462.0,27754588
394,South America,Argentina,2021-07-17,45510324.0,322685.0,28077273
395,South America,Argentina,2021-07-18,45510324.0,168260.0,28245533
396,South America,Argentina,2021-07-19,45510324.0,418846.0,28664379
397,South America,Argentina,2021-07-20,45510324.0,448768.0,29113147
398,South America,Argentina,2021-07-21,45510324.0,420103.0,29533250
399,South America,Argentina,2021-07-22,45510324.0,388395.0,29921645
400,South America,Argentina,2021-07-23,45510324.0,408812.0,30330457
401,South America,Argentina,2021-07-24,45510324.0,237688.0,30568145
402,South America,Argentina,2021-07-25,45510324.0,133907.0,30702052
403,South America,Argentina,2021-07-26,45510324.0,407795.0,31109847
404,South America,Argentina,2021-07-27,45510324.0,428378.0,31538225
405,South America,Argentina,2021-07-28,45510324.0,460209.0,31998434
406,South America,Argentina,2021-07-29,45510324.0,425170.0,32423604
407,South America,Argentina,2021-07-30,45510324.0,427226.0,32850830
408,South America,Argentina,2021-07-31,45510324.0,274882.0,33125712
409,South America,Argentina,2021-08-01,45510324.0,167450.0,33293162
410,South America,Argentina,2021-08-02,45510324.0,417366.0,33710528
411,South America,Argentina,2021-08-03,45510324.0,408290.0,34118818
412,South America,Argentina,2021-08-04,45510324.0,417633.0,34536451
413,South America,Argentina,2021-08-05,45510324.0,430616.0,34967067
414,South America,Argentina,2021-08-06,45510324.0,414188.0,35381255
415,South America,Argentina,2021-08-07,45510324.0,278299.0,35659554
416,South America,Argentina,2021-08-08,45510324.0,161772.0,35821326
417,South America,Argentina,2021-08-09,45510324.0,391239.0,36212565
418,South America,Argentina,2021-08-10,45510324.0,370681.0,36583246
419,South America,Argentina,2021-08-11,45510324.0,412911.0,36996157
420,South America,Argentina,2021-08-12,45510324.0,392683.0,37388840
421,South America,Argentina,2021-08-13,45510324.0,416983.0,37805823
422,South America,Argentina,2021-08-14,45510324.0,256688.0,38062511
423,South America,Argentina,2021-08-15,45510324.0,162729.0,38225240
424,South America,Argentina,2021-08-16,45510324.0,191114.0,38416354
425,South America,Argentina,2021-08-17,45510324.0,439925.0,38856279
426,South America,Argentina,2021-08-18,45510324.0,435473.0,39291752
427,South America,Argentina,2021-08-19,45510324.0,426287.0,39718039
428,South America,Argentina,2021-08-20,45510324.0,436824.0,40154863
429,South America,Argentina,2021-08-21,45510324.0,257361.0,40412224
430,South America,Argentina,2021-08-22,45510324.0,170104.0,40582328
431,South America,Argentina,2021-08-23,45510324.0,408810.0,40991138
432,South America,Argentina,2021-08-24,45510324.0,449170.0,41440308
433,South America,Argentina,2021-08-25,45510324.0,426755.0,41867063
434,South America,Argentina,2021-08-26,45510324.0,442945.0,42310008
435,South America,Argentina,2021-08-27,45510324.0,467958.0,42777966
436,South America,Argentina,2021-08-28,45510324.0,243794.0,43021760
437,South America,Argentina,2021-08-29,45510324.0,168969.0,43190729
438,South America,Argentina,2021-08-30,45510324.0,418226.0,43608955
439,South America,Argentina,2021-08-31,45510324.0,461041.0,44069996
440,South America,Argentina,2021-09-01,45510324.0,456256.0,44526252
